LSOA_Code,RUC21CD,RUC21NM,Urban_rural_flag
E01000764,UN1,Urban: Nearer to a major town or city,Urban
E01000638,UN1,Urban: Nearer to a major town or city,Urban
E01000765,UN1,Urban: Nearer to a major town or city,Urban
E01000639,UN1,Urban: Nearer to a major town or city,Urban
E01000766,UN1,Urban: Nearer to a major town or city,Urban
E01000640,UN1,Urban: Nearer to a major town or city,Urban
E01000767,UN1,Urban: Nearer to a major town or city,Urban
E01000641,UN1,Urban: Nearer to a major town or city,Urban
E01000768,UN1,Urban: Nearer to a major town or city,Urban
E01000642,UN1,Urban: Nearer to a major town or city,Urban
E01000769,UN1,Urban: Nearer to a major town or city,Urban
E01000643,UN1,Urban: Nearer to a major town or city,Urban
E01000770,UN1,Urban: Nearer to a major town or city,Urban
E01000644,UN1,Urban: Nearer to a major town or city,Urban
E01000771,UN1,Urban: Nearer to a major town or city,Urban
E01000645,UN1,Urban: Nearer to a major town or city,Urban
E01000772,UN1,Urban: Nearer to a major town or city,Urban
E01000646,UN1,Urban: Nearer to a major town or city,Urban
E01000773,UN1,Urban: Nearer to a major town or city,Urban
E01000647,UN1,Urban: Nearer to a major town or city,Urban
E01000774,UN1,Urban: Nearer to a major town or city,Urban
E01000648,UN1,Urban: Nearer to a major town or city,Urban
E01000775,UN1,Urban: Nearer to a major town or city,Urban
E01000649,UN1,Urban: Nearer to a major town or city,Urban
E01000777,UN1,Urban: Nearer to a major town or city,Urban
E01000650,UN1,Urban: Nearer to a major town or city,Urban
E01000778,UN1,Urban: Nearer to a major town or city,Urban
E01000651,UN1,Urban: Nearer to a major town or city,Urban
E01000779,UN1,Urban: Nearer to a major town or city,Urban
E01000652,UN1,Urban: Nearer to a major town or city,Urban
E01000780,UN1,Urban: Nearer to a major town or city,Urban
E01000653,UN1,Urban: Nearer to a major town or city,Urban
E01000781,UN1,Urban: Nearer to a major town or city,Urban
E01000654,UN1,Urban: Nearer to a major town or city,Urban
E01000782,UN1,Urban: Nearer to a major town or city,Urban
E01000655,UN1,Urban: Nearer to a major town or city,Urban
E01000656,UN1,Urban: Nearer to a major town or city,Urban
E01000657,UN1,Urban: Nearer to a major town or city,Urban
E01000658,UN1,Urban: Nearer to a major town or city,Urban
E01000659,UN1,Urban: Nearer to a major town or city,Urban
E01000661,UN1,Urban: Nearer to a major town or city,Urban
E01000662,UN1,Urban: Nearer to a major town or city,Urban
E01000663,UN1,Urban: Nearer to a major town or city,Urban
E01000664,UN1,Urban: Nearer to a major town or city,Urban
E01000665,UN1,Urban: Nearer to a major town or city,Urban
E01000666,UN1,Urban: Nearer to a major town or city,Urban
E01000667,UN1,Urban: Nearer to a major town or city,Urban
E01000668,UN1,Urban: Nearer to a major town or city,Urban
E01000669,UN1,Urban: Nearer to a major town or city,Urban
E01000670,UN1,Urban: Nearer to a major town or city,Urban
E01000671,UN1,Urban: Nearer to a major town or city,Urban
E01000672,UN1,Urban: Nearer to a major town or city,Urban
E01000673,UN1,Urban: Nearer to a major town or city,Urban
E01000674,UN1,Urban: Nearer to a major town or city,Urban
E01000676,UN1,Urban: Nearer to a major town or city,Urban
E01000677,UN1,Urban: Nearer to a major town or city,Urban
E01000678,UN1,Urban: Nearer to a major town or city,Urban
E01000679,UN1,Urban: Nearer to a major town or city,Urban
E01000680,UN1,Urban: Nearer to a major town or city,Urban
E01000467,UN1,Urban: Nearer to a major town or city,Urban
E01000468,UN1,Urban: Nearer to a major town or city,Urban
E01000469,UN1,Urban: Nearer to a major town or city,Urban
E01000470,UN1,Urban: Nearer to a major town or city,Urban
E01000471,UN1,Urban: Nearer to a major town or city,Urban
E01000472,UN1,Urban: Nearer to a major town or city,Urban
E01000473,UN1,Urban: Nearer to a major town or city,Urban
E01000474,UN1,Urban: Nearer to a major town or city,Urban
E01000475,UN1,Urban: Nearer to a major town or city,Urban
E01000476,UN1,Urban: Nearer to a major town or city,Urban
E01000477,UN1,Urban: Nearer to a major town or city,Urban
E01000478,UN1,Urban: Nearer to a major town or city,Urban
E01000479,UN1,Urban: Nearer to a major town or city,Urban
E01000480,UN1,Urban: Nearer to a major town or city,Urban
E01000481,UN1,Urban: Nearer to a major town or city,Urban
E01000483,UN1,Urban: Nearer to a major town or city,Urban
E01000484,UN1,Urban: Nearer to a major town or city,Urban
E01000485,UN1,Urban: Nearer to a major town or city,Urban
E01000486,UN1,Urban: Nearer to a major town or city,Urban
E01000487,UN1,Urban: Nearer to a major town or city,Urban
E01000488,UN1,Urban: Nearer to a major town or city,Urban
E01000489,UN1,Urban: Nearer to a major town or city,Urban
E01000490,UN1,Urban: Nearer to a major town or city,Urban
E01000491,UN1,Urban: Nearer to a major town or city,Urban
E01000492,UN1,Urban: Nearer to a major town or city,Urban
E01000493,UN1,Urban: Nearer to a major town or city,Urban
E01000494,UN1,Urban: Nearer to a major town or city,Urban
E01000495,UN1,Urban: Nearer to a major town or city,Urban
E01000497,UN1,Urban: Nearer to a major town or city,Urban
E01000498,UN1,Urban: Nearer to a major town or city,Urban
E01000499,UN1,Urban: Nearer to a major town or city,Urban
E01000501,UN1,Urban: Nearer to a major town or city,Urban
E01000502,UN1,Urban: Nearer to a major town or city,Urban
E01000503,UN1,Urban: Nearer to a major town or city,Urban
E01000504,UN1,Urban: Nearer to a major town or city,Urban
E01000505,UN1,Urban: Nearer to a major town or city,Urban
E01000506,UN1,Urban: Nearer to a major town or city,Urban
E01000507,UN1,Urban: Nearer to a major town or city,Urban
E01000508,UN1,Urban: Nearer to a major town or city,Urban
E01000509,UN1,Urban: Nearer to a major town or city,Urban
E01000510,UN1,Urban: Nearer to a major town or city,Urban
E01000511,UN1,Urban: Nearer to a major town or city,Urban
E01000512,UN1,Urban: Nearer to a major town or city,Urban
E01000513,UN1,Urban: Nearer to a major town or city,Urban
E01000514,UN1,Urban: Nearer to a major town or city,Urban
E01000515,UN1,Urban: Nearer to a major town or city,Urban
E01000516,UN1,Urban: Nearer to a major town or city,Urban
E01000517,UN1,Urban: Nearer to a major town or city,Urban
E01000518,UN1,Urban: Nearer to a major town or city,Urban
E01000519,UN1,Urban: Nearer to a major town or city,Urban
E01000573,UN1,Urban: Nearer to a major town or city,Urban
E01000681,UN1,Urban: Nearer to a major town or city,Urban
E01000574,UN1,Urban: Nearer to a major town or city,Urban
E01000575,UN1,Urban: Nearer to a major town or city,Urban
E01000682,UN1,Urban: Nearer to a major town or city,Urban
E01000576,UN1,Urban: Nearer to a major town or city,Urban
E01000683,UN1,Urban: Nearer to a major town or city,Urban
E01000577,UN1,Urban: Nearer to a major town or city,Urban
E01000684,UN1,Urban: Nearer to a major town or city,Urban
E01000578,UN1,Urban: Nearer to a major town or city,Urban
E01000685,UN1,Urban: Nearer to a major town or city,Urban
E01000579,UN1,Urban: Nearer to a major town or city,Urban
E01000686,UN1,Urban: Nearer to a major town or city,Urban
E01000580,UN1,Urban: Nearer to a major town or city,Urban
E01000687,UN1,Urban: Nearer to a major town or city,Urban
E01000581,UN1,Urban: Nearer to a major town or city,Urban
E01000688,UN1,Urban: Nearer to a major town or city,Urban
E01000582,UN1,Urban: Nearer to a major town or city,Urban
E01000689,UN1,Urban: Nearer to a major town or city,Urban
E01000583,UN1,Urban: Nearer to a major town or city,Urban
E01000690,UN1,Urban: Nearer to a major town or city,Urban
E01000584,UN1,Urban: Nearer to a major town or city,Urban
E01000691,UN1,Urban: Nearer to a major town or city,Urban
E01000585,UN1,Urban: Nearer to a major town or city,Urban
E01000692,UN1,Urban: Nearer to a major town or city,Urban
E01000586,UN1,Urban: Nearer to a major town or city,Urban
E01000693,UN1,Urban: Nearer to a major town or city,Urban
E01000587,UN1,Urban: Nearer to a major town or city,Urban
E01000694,UN1,Urban: Nearer to a major town or city,Urban
E01000589,UN1,Urban: Nearer to a major town or city,Urban
E01000695,UN1,Urban: Nearer to a major town or city,Urban
E01000590,UN1,Urban: Nearer to a major town or city,Urban
E01000696,UN1,Urban: Nearer to a major town or city,Urban
E01000591,UN1,Urban: Nearer to a major town or city,Urban
E01000697,UN1,Urban: Nearer to a major town or city,Urban
E01000592,UN1,Urban: Nearer to a major town or city,Urban
E01000698,UN1,Urban: Nearer to a major town or city,Urban
E01000593,UN1,Urban: Nearer to a major town or city,Urban
E01000699,UN1,Urban: Nearer to a major town or city,Urban
E01000594,UN1,Urban: Nearer to a major town or city,Urban
E01000700,UN1,Urban: Nearer to a major town or city,Urban
E01000595,UN1,Urban: Nearer to a major town or city,Urban
E01000701,UN1,Urban: Nearer to a major town or city,Urban
E01000596,UN1,Urban: Nearer to a major town or city,Urban
E01000599,UN1,Urban: Nearer to a major town or city,Urban
E01000601,UN1,Urban: Nearer to a major town or city,Urban
E01000602,UN1,Urban: Nearer to a major town or city,Urban
E01000603,UN1,Urban: Nearer to a major town or city,Urban
E01000604,UN1,Urban: Nearer to a major town or city,Urban
E01000605,UN1,Urban: Nearer to a major town or city,Urban
E01000606,UN1,Urban: Nearer to a major town or city,Urban
E01000607,UN1,Urban: Nearer to a major town or city,Urban
E01000608,UN1,Urban: Nearer to a major town or city,Urban
E01000609,UN1,Urban: Nearer to a major town or city,Urban
E01000610,UN1,Urban: Nearer to a major town or city,Urban
E01000611,UN1,Urban: Nearer to a major town or city,Urban
E01000612,UN1,Urban: Nearer to a major town or city,Urban
E01000613,UN1,Urban: Nearer to a major town or city,Urban
E01000615,UN1,Urban: Nearer to a major town or city,Urban
E01000616,UN1,Urban: Nearer to a major town or city,Urban
E01000617,UN1,Urban: Nearer to a major town or city,Urban
E01000618,UN1,Urban: Nearer to a major town or city,Urban
E01000619,UN1,Urban: Nearer to a major town or city,Urban
E01000620,UN1,Urban: Nearer to a major town or city,Urban
E01000621,UN1,Urban: Nearer to a major town or city,Urban
E01000622,UN1,Urban: Nearer to a major town or city,Urban
E01000623,UN1,Urban: Nearer to a major town or city,Urban
E01000624,UN1,Urban: Nearer to a major town or city,Urban
E01000625,UN1,Urban: Nearer to a major town or city,Urban
E01000626,UN1,Urban: Nearer to a major town or city,Urban
E01000627,UN1,Urban: Nearer to a major town or city,Urban
E01000702,UN1,Urban: Nearer to a major town or city,Urban
E01000703,UN1,Urban: Nearer to a major town or city,Urban
E01000704,UN1,Urban: Nearer to a major town or city,Urban
E01000705,UN1,Urban: Nearer to a major town or city,Urban
E01000706,UN1,Urban: Nearer to a major town or city,Urban
E01000707,UN1,Urban: Nearer to a major town or city,Urban
E01000708,UN1,Urban: Nearer to a major town or city,Urban
E01000709,UN1,Urban: Nearer to a major town or city,Urban
E01000710,UN1,Urban: Nearer to a major town or city,Urban
E01000711,UN1,Urban: Nearer to a major town or city,Urban
E01000712,UN1,Urban: Nearer to a major town or city,Urban
E01000713,UN1,Urban: Nearer to a major town or city,Urban
E01000714,UN1,Urban: Nearer to a major town or city,Urban
E01000715,UN1,Urban: Nearer to a major town or city,Urban
E01000716,UN1,Urban: Nearer to a major town or city,Urban
E01000717,UN1,Urban: Nearer to a major town or city,Urban
E01000718,UN1,Urban: Nearer to a major town or city,Urban
E01000719,UN1,Urban: Nearer to a major town or city,Urban
E01000720,UN1,Urban: Nearer to a major town or city,Urban
E01000721,UN1,Urban: Nearer to a major town or city,Urban
E01000722,UN1,Urban: Nearer to a major town or city,Urban
E01000723,UN1,Urban: Nearer to a major town or city,Urban
E01000724,UN1,Urban: Nearer to a major town or city,Urban
E01000725,UN1,Urban: Nearer to a major town or city,Urban
E01000726,UN1,Urban: Nearer to a major town or city,Urban
E01000727,UN1,Urban: Nearer to a major town or city,Urban
E01000728,UN1,Urban: Nearer to a major town or city,Urban
E01000729,UN1,Urban: Nearer to a major town or city,Urban
E01000730,UN1,Urban: Nearer to a major town or city,Urban
E01000783,UN1,Urban: Nearer to a major town or city,Urban
E01000784,UN1,Urban: Nearer to a major town or city,Urban
E01000785,UN1,Urban: Nearer to a major town or city,Urban
E01000786,UN1,Urban: Nearer to a major town or city,Urban
E01000787,UN1,Urban: Nearer to a major town or city,Urban
E01000788,UN1,Urban: Nearer to a major town or city,Urban
E01000789,UN1,Urban: Nearer to a major town or city,Urban
E01000790,UN1,Urban: Nearer to a major town or city,Urban
E01000791,UN1,Urban: Nearer to a major town or city,Urban
E01000792,UN1,Urban: Nearer to a major town or city,Urban
E01000793,UN1,Urban: Nearer to a major town or city,Urban
E01000794,UN1,Urban: Nearer to a major town or city,Urban
E01000795,UN1,Urban: Nearer to a major town or city,Urban
E01000796,UN1,Urban: Nearer to a major town or city,Urban
E01000797,UN1,Urban: Nearer to a major town or city,Urban
E01000798,UN1,Urban: Nearer to a major town or city,Urban
E01000799,UN1,Urban: Nearer to a major town or city,Urban
E01000800,UN1,Urban: Nearer to a major town or city,Urban
E01000801,UN1,Urban: Nearer to a major town or city,Urban
E01000802,UN1,Urban: Nearer to a major town or city,Urban
E01000803,UN1,Urban: Nearer to a major town or city,Urban
E01000804,UN1,Urban: Nearer to a major town or city,Urban
E01000805,UN1,Urban: Nearer to a major town or city,Urban
E01000806,UN1,Urban: Nearer to a major town or city,Urban
E01000807,UN1,Urban: Nearer to a major town or city,Urban
E01000808,UN1,Urban: Nearer to a major town or city,Urban
E01000809,UN1,Urban: Nearer to a major town or city,Urban
E01000810,UN1,Urban: Nearer to a major town or city,Urban
E01000811,UN1,Urban: Nearer to a major town or city,Urban
E01000812,UN1,Urban: Nearer to a major town or city,Urban
E01000813,UN1,Urban: Nearer to a major town or city,Urban
E01000814,UN1,Urban: Nearer to a major town or city,Urban
E01000815,UN1,Urban: Nearer to a major town or city,Urban
E01000816,UN1,Urban: Nearer to a major town or city,Urban
E01000818,UN1,Urban: Nearer to a major town or city,Urban
E01000819,UN1,Urban: Nearer to a major town or city,Urban
E01000820,UN1,Urban: Nearer to a major town or city,Urban
E01000822,UN1,Urban: Nearer to a major town or city,Urban
E01000823,UN1,Urban: Nearer to a major town or city,Urban
E01000824,UN1,Urban: Nearer to a major town or city,Urban
E01000825,UN1,Urban: Nearer to a major town or city,Urban
E01000826,UN1,Urban: Nearer to a major town or city,Urban
E01000827,UN1,Urban: Nearer to a major town or city,Urban
E01000828,UN1,Urban: Nearer to a major town or city,Urban
E01000829,UN1,Urban: Nearer to a major town or city,Urban
E01000830,UN1,Urban: Nearer to a major town or city,Urban
E01000831,UN1,Urban: Nearer to a major town or city,Urban
E01000832,UN1,Urban: Nearer to a major town or city,Urban
E01000833,UN1,Urban: Nearer to a major town or city,Urban
E01000834,UN1,Urban: Nearer to a major town or city,Urban
E01000520,UN1,Urban: Nearer to a major town or city,Urban
E01000521,UN1,Urban: Nearer to a major town or city,Urban
E01000522,UN1,Urban: Nearer to a major town or city,Urban
E01000523,UN1,Urban: Nearer to a major town or city,Urban
E01000524,UN1,Urban: Nearer to a major town or city,Urban
E01000525,UN1,Urban: Nearer to a major town or city,Urban
E01000526,UN1,Urban: Nearer to a major town or city,Urban
E01000527,UN1,Urban: Nearer to a major town or city,Urban
E01000528,UN1,Urban: Nearer to a major town or city,Urban
E01000530,UN1,Urban: Nearer to a major town or city,Urban
E01000531,UN1,Urban: Nearer to a major town or city,Urban
E01000532,UN1,Urban: Nearer to a major town or city,Urban
